HEADER[~&~	~&~POSITION_NBR::VARCHAR~&~	~&~EFFDT::TIMESTAMP~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~JOBCODE::VARCHAR~&~	~&~POS_EFF_STATUS::VARCHAR~&~	~&~DESCR::VARCHAR~&~	~&~DESCRSHORT::VARCHAR~&~	~&~BUSINESS_UNIT::VARCHAR~&~	~&~DEPTID::VARCHAR~&~	~&~POSN_STATUS::VARCHAR~&~	~&~STATUS_DT::TIMESTAMP~&~	~&~BUDGETED_POSN::VARCHAR~&~	~&~STD_HRS_DEFAULT::DECIMAL~&~	~&~STD_HRS_FREQUENCY::VARCHAR~&~	~&~POS_REG_TEMP::VARCHAR~&~	~&~POS_FTE::DECIMAL~&~	~&~POS_SAL_PLAN_DFLT::VARCHAR~&~	~&~POS_GRADE_DFLT::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'00008588'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FE6E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000077'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FCX'~&~	~&~]RECORD
RECORD[~&~	~&~'00008993'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9045E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001101'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0I'~&~	~&~]RECORD
RECORD[~&~	~&~'00008993'~&~	~&~'1052629200000'~&~	~&~'37C1865A9054E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001101'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0I'~&~	~&~]RECORD
RECORD[~&~	~&~'00009186'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F3EE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002191'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00009186'~&~	~&~'1052629200000'~&~	~&~'37C1865A8F3DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002191'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00009323'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9046E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00009323'~&~	~&~'1052629200000'~&~	~&~'37C1865A9055E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00009324'~&~	~&~'-2177431200000'~&~	~&~'37C1865A901AE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00009324'~&~	~&~'1052629200000'~&~	~&~'37C1865A9024E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00009335'~&~	~&~'-2177431200000'~&~	~&~'37C1865A907AE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002218'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00009362'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FE7E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002200'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00009529'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F36E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002454'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0I'~&~	~&~]RECORD
RECORD[~&~	~&~'00009529'~&~	~&~'1052629200000'~&~	~&~'37C1865A8F35E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002454'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0I'~&~	~&~]RECORD
RECORD[~&~	~&~'00009529'~&~	~&~'1063256400000'~&~	~&~'37C1865A8F34E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001619'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'00009529'~&~	~&~'1120194000000'~&~	~&~'37C1865A8F33E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001619'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'00009864'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FBFE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00010194'~&~	~&~'-2177431200000'~&~	~&~'37C1865A90ABE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002273'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00011139'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FABE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00011139'~&~	~&~'1104814800000'~&~	~&~'37C1865A8FAAE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002426'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0H'~&~	~&~]RECORD
RECORD[~&~	~&~'00011139'~&~	~&~'1143435600000'~&~	~&~'37C1865A8FA9E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002426'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0H'~&~	~&~]RECORD
RECORD[~&~	~&~'00011139'~&~	~&~'1143694800000'~&~	~&~'37C1865A8FA8E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002199'~&~	~&~'A'~&~	~&~'Faculty/Instructor'~&~	~&~'Faculty/In'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00011884'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FAFE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002199'~&~	~&~'A'~&~	~&~'Fellowship'~&~	~&~'Rsc Fellow'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00011928'~&~	~&~'-2177431200000'~&~	~&~'37C1865A907BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002288'~&~	~&~'A'~&~	~&~'Fin & Res Coord'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00011966'~&~	~&~'-2177431200000'~&~	~&~'37C1865A901BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000137'~&~	~&~'A'~&~	~&~'Fin Records Analyst'~&~	~&~'PROF STF'~&~	~&~'IUINA'~&~	~&~'IN-NEUR'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSX'~&~	~&~]RECORD
RECORD[~&~	~&~'00012001'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FADE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002199'~&~	~&~'A'~&~	~&~'Fin Records Analyst'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-RPAS'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00012005'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FBBE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Financial And Resear'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012017'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FE8E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Grad Assistant Summer Only'~&~	~&~'GradAstSum'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012043'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FE9E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002089'~&~	~&~'A'~&~	~&~'Graduate Assistant'~&~	~&~'Graduate A'~&~	~&~'IUINA'~&~	~&~'IN-OTHN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'20.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'0.50'~&~	~&~'PA'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00012043'~&~	~&~'1055134800000'~&~	~&~'37C1865A8FFDE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002089'~&~	~&~'A'~&~	~&~'Graduate Assistant'~&~	~&~'Graduate A'~&~	~&~'IUINA'~&~	~&~'IN-OTHN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00012043'~&~	~&~'1112331600000'~&~	~&~'37C1865A9003E080E043814FD881E080'~&~	~&~'1'~&~	~&~'004024'~&~	~&~'A'~&~	~&~'Grant Compliance Mon'~&~	~&~'PROF STF'~&~	~&~'IUINA'~&~	~&~'IN-OTHN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00012043'~&~	~&~'1120194000000'~&~	~&~'37C1865A9006E080E043814FD881E080'~&~	~&~'1'~&~	~&~'004024'~&~	~&~'A'~&~	~&~'HR Coord'~&~	~&~'PROF STF'~&~	~&~'IUINA'~&~	~&~'IN-OTHN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00012043'~&~	~&~'1141189200000'~&~	~&~'37C1865A9009E080E043814FD881E080'~&~	~&~'1'~&~	~&~'003795'~&~	~&~'A'~&~	~&~'Hourly Staff'~&~	~&~'HRLY STF'~&~	~&~'IUINA'~&~	~&~'IN-OTHN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'00012200'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FEAE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002426'~&~	~&~'A'~&~	~&~'Hourly Staff'~&~	~&~'HRLY STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0H'~&~	~&~]RECORD
RECORD[~&~	~&~'00012392'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FC2E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002409'~&~	~&~'A'~&~	~&~'Hourly Staff'~&~	~&~'HRLY STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00012392'~&~	~&~'1137646800000'~&~	~&~'37C1865A8FC1E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002409'~&~	~&~'A'~&~	~&~'Hourly Staff'~&~	~&~'HRLY STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00012392'~&~	~&~'1140930000000'~&~	~&~'37C1865A8FC0E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Hourly Staff'~&~	~&~'HRLY STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012393'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F8EE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002199'~&~	~&~'A'~&~	~&~'Hr Coord'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00012399'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FEBE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'I'~&~	~&~'Instrument Designer'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'D'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012417'~&~	~&~'-2177431200000'~&~	~&~'37C1865A9047E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002259'~&~	~&~'A'~&~	~&~'Instrument Dsgn'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012417'~&~	~&~'1038805200000'~&~	~&~'37C1865A904EE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002263'~&~	~&~'A'~&~	~&~'Instrument Dsgn'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012417'~&~	~&~'1052629200000'~&~	~&~'37C1865A9058E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002263'~&~	~&~'A'~&~	~&~'LAB. TECH. IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012417'~&~	~&~'1099026000000'~&~	~&~'37C1865A9064E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002263'~&~	~&~'A'~&~	~&~'Lab Coordinator'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012417'~&~	~&~'1161576000000'~&~	~&~'37C1865A906EE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002263'~&~	~&~'A'~&~	~&~'Lab Tech II'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012417'~&~	~&~'1169182800000'~&~	~&~'37C1865A906FE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004473'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00012431'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8F41E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002446'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012431'~&~	~&~'1052629200000'~&~	~&~'37C1865A8F40E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002446'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012431'~&~	~&~'1063256400000'~&~	~&~'37C1865A8F3FE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002446'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00012703'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FB8E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000136'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSX'~&~	~&~]RECORD
RECORD[~&~	~&~'00012774'~&~	~&~'-2177431200000'~&~	~&~'37C1865A8FECE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002199'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00012774'~&~	~&~'1052629200000'~&~	~&~'37C1865A8FFAE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002199'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'-2177431200000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
