HEADER[~&~	~&~ENTITY_NM_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~NM_TYP_CD::VARCHAR~&~	~&~FIRST_NM::VARCHAR~&~	~&~MIDDLE_NM::VARCHAR~&~	~&~LAST_NM::VARCHAR~&~	~&~SUFFIX_NM::VARCHAR~&~	~&~PREFIX_NM::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~TITLE_NM::VARCHAR~&~	~&~NOTE_MSG::VARCHAR~&~	~&~NM_CHNG_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS3793'~&~	~&~'KFS3793'~&~	~&~'1'~&~	~&~'KFS3793'~&~	~&~'PRFR'~&~	~&~'BEATRIZ'~&~	~&~'H'~&~	~&~'RITZ'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3794'~&~	~&~'KFS3794'~&~	~&~'1'~&~	~&~'KFS3794'~&~	~&~'PRFR'~&~	~&~'RAMON'~&~	~&~'M'~&~	~&~'MCKIM'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3795'~&~	~&~'KFS3795'~&~	~&~'1'~&~	~&~'KFS3795'~&~	~&~'PRFR'~&~	~&~'MERLE'~&~	~&~'B'~&~	~&~'MATHERLY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3796'~&~	~&~'KFS3796'~&~	~&~'1'~&~	~&~'KFS3796'~&~	~&~'PRFR'~&~	~&~'DEANNA'~&~	~&~'F'~&~	~&~'MCFARLANE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3797'~&~	~&~'KFS3797'~&~	~&~'1'~&~	~&~'KFS3797'~&~	~&~'PRFR'~&~	~&~'DARRELL'~&~	~&~'L'~&~	~&~'MANLEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3798'~&~	~&~'KFS3798'~&~	~&~'1'~&~	~&~'KFS3798'~&~	~&~'PRFR'~&~	~&~'PEDRO'~&~	~&~'Q'~&~	~&~'SANMIGUEL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3799'~&~	~&~'KFS3799'~&~	~&~'1'~&~	~&~'KFS3799'~&~	~&~'PRFR'~&~	~&~'ASHLEY'~&~	~&~'F'~&~	~&~'LOWRY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3800'~&~	~&~'KFS3800'~&~	~&~'1'~&~	~&~'KFS3800'~&~	~&~'PRFR'~&~	~&~'BERNADETTE'~&~	~&~'H'~&~	~&~'HALLOWELL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3801'~&~	~&~'KFS3801'~&~	~&~'1'~&~	~&~'KFS3801'~&~	~&~'PRFR'~&~	~&~'EFFIE'~&~	~&~'U'~&~	~&~'RAINER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3802'~&~	~&~'KFS3802'~&~	~&~'1'~&~	~&~'KFS3802'~&~	~&~'PRFR'~&~	~&~'JOANNE'~&~	~&~'T'~&~	~&~'LIEB'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3803'~&~	~&~'KFS3803'~&~	~&~'1'~&~	~&~'KFS3803'~&~	~&~'PRFR'~&~	~&~'CHERI'~&~	~&~'O'~&~	~&~'FYE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3804'~&~	~&~'KFS3804'~&~	~&~'1'~&~	~&~'KFS3804'~&~	~&~'PRFR'~&~	~&~'MONIQUE'~&~	~&~'E'~&~	~&~'BARGER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3805'~&~	~&~'KFS3805'~&~	~&~'1'~&~	~&~'KFS3805'~&~	~&~'PRFR'~&~	~&~'MARQUITA'~&~	~&~'H'~&~	~&~'JENKINS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3806'~&~	~&~'KFS3806'~&~	~&~'1'~&~	~&~'KFS3806'~&~	~&~'PRFR'~&~	~&~'JOANNA'~&~	~&~'Y'~&~	~&~'WHITCOMB'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3807'~&~	~&~'KFS3807'~&~	~&~'1'~&~	~&~'KFS3807'~&~	~&~'PRFR'~&~	~&~'DORIAN'~&~	~&~'T'~&~	~&~'AKERS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3808'~&~	~&~'KFS3808'~&~	~&~'1'~&~	~&~'KFS3808'~&~	~&~'PRFR'~&~	~&~'LEWIS'~&~	~&~'M'~&~	~&~'TOTTEN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3809'~&~	~&~'KFS3809'~&~	~&~'1'~&~	~&~'KFS3809'~&~	~&~'PRFR'~&~	~&~'JON'~&~	~&~'P'~&~	~&~'GERHART'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3810'~&~	~&~'KFS3810'~&~	~&~'1'~&~	~&~'KFS3810'~&~	~&~'PRFR'~&~	~&~'GUS'~&~	~&~'T'~&~	~&~'FOREHAND'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3811'~&~	~&~'KFS3811'~&~	~&~'1'~&~	~&~'KFS3811'~&~	~&~'PRFR'~&~	~&~'JEAN'~&~	~&~'Y'~&~	~&~'FECTEAU'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3812'~&~	~&~'KFS3812'~&~	~&~'1'~&~	~&~'KFS3812'~&~	~&~'PRFR'~&~	~&~'STEVE'~&~	~&~'K'~&~	~&~'RICCIARDI'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3813'~&~	~&~'KFS3813'~&~	~&~'1'~&~	~&~'KFS3813'~&~	~&~'PRFR'~&~	~&~'ALPHONSE'~&~	~&~'F'~&~	~&~'BATTEN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3814'~&~	~&~'KFS3814'~&~	~&~'1'~&~	~&~'KFS3814'~&~	~&~'PRFR'~&~	~&~'JANA'~&~	~&~'K'~&~	~&~'HARTFIELD'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3815'~&~	~&~'KFS3815'~&~	~&~'1'~&~	~&~'KFS3815'~&~	~&~'PRFR'~&~	~&~'BRUCE'~&~	~&~'W'~&~	~&~'SUZUKI'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3816'~&~	~&~'KFS3816'~&~	~&~'1'~&~	~&~'KFS3816'~&~	~&~'PRFR'~&~	~&~'TOMMY'~&~	~&~'D'~&~	~&~'KOCH'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3817'~&~	~&~'KFS3817'~&~	~&~'1'~&~	~&~'KFS3817'~&~	~&~'PRFR'~&~	~&~'DESIREE'~&~	~&~'F'~&~	~&~'HARGETT'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3818'~&~	~&~'KFS3818'~&~	~&~'1'~&~	~&~'KFS3818'~&~	~&~'PRFR'~&~	~&~'TRENT'~&~	~&~'J'~&~	~&~'BRITO'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3819'~&~	~&~'KFS3819'~&~	~&~'1'~&~	~&~'KFS3819'~&~	~&~'PRFR'~&~	~&~'ELWOOD'~&~	~&~'K'~&~	~&~'ARELLANO'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3820'~&~	~&~'KFS3820'~&~	~&~'1'~&~	~&~'KFS3820'~&~	~&~'PRFR'~&~	~&~'COLIN'~&~	~&~'O'~&~	~&~'SHAMBLIN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3821'~&~	~&~'KFS3821'~&~	~&~'1'~&~	~&~'KFS3821'~&~	~&~'PRFR'~&~	~&~'ERWIN'~&~	~&~'E'~&~	~&~'SCHWEITZER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3822'~&~	~&~'KFS3822'~&~	~&~'1'~&~	~&~'KFS3822'~&~	~&~'PRFR'~&~	~&~'RIGOBERTO'~&~	~&~'X'~&~	~&~'HASKINS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3823'~&~	~&~'KFS3823'~&~	~&~'1'~&~	~&~'KFS3823'~&~	~&~'PRFR'~&~	~&~'JED'~&~	~&~'O'~&~	~&~'TINGLE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3824'~&~	~&~'KFS3824'~&~	~&~'1'~&~	~&~'KFS3824'~&~	~&~'PRFR'~&~	~&~'NORBERTO'~&~	~&~'A'~&~	~&~'MENDIOLA'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3825'~&~	~&~'KFS3825'~&~	~&~'1'~&~	~&~'KFS3825'~&~	~&~'PRFR'~&~	~&~'NONA'~&~	~&~'L'~&~	~&~'GRAVITT'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3826'~&~	~&~'KFS3826'~&~	~&~'1'~&~	~&~'KFS3826'~&~	~&~'PRFR'~&~	~&~'EULA'~&~	~&~'G'~&~	~&~'CLAYPOOL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3827'~&~	~&~'KFS3827'~&~	~&~'1'~&~	~&~'KFS3827'~&~	~&~'PRFR'~&~	~&~'AGNES'~&~	~&~'Z'~&~	~&~'BROCKWAY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3828'~&~	~&~'KFS3828'~&~	~&~'1'~&~	~&~'KFS3828'~&~	~&~'PRFR'~&~	~&~'OLEN'~&~	~&~'F'~&~	~&~'PENDER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3829'~&~	~&~'KFS3829'~&~	~&~'1'~&~	~&~'KFS3829'~&~	~&~'PRFR'~&~	~&~'DEVON'~&~	~&~'E'~&~	~&~'ALICEA'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3830'~&~	~&~'KFS3830'~&~	~&~'1'~&~	~&~'KFS3830'~&~	~&~'PRFR'~&~	~&~'CORINA'~&~	~&~'F'~&~	~&~'PAGAN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3831'~&~	~&~'KFS3831'~&~	~&~'1'~&~	~&~'KFS3831'~&~	~&~'PRFR'~&~	~&~'AHMAD'~&~	~&~'I'~&~	~&~'WESTCOTT'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3832'~&~	~&~'KFS3832'~&~	~&~'1'~&~	~&~'KFS3832'~&~	~&~'PRFR'~&~	~&~'MYRTLE'~&~	~&~'W'~&~	~&~'CROW'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3833'~&~	~&~'KFS3833'~&~	~&~'1'~&~	~&~'KFS3833'~&~	~&~'PRFR'~&~	~&~'STEPHEN'~&~	~&~'J'~&~	~&~'GOTT'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3834'~&~	~&~'KFS3834'~&~	~&~'1'~&~	~&~'KFS3834'~&~	~&~'PRFR'~&~	~&~'MITZI'~&~	~&~'O'~&~	~&~'FORTUNE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3835'~&~	~&~'KFS3835'~&~	~&~'1'~&~	~&~'KFS3835'~&~	~&~'PRFR'~&~	~&~'JOHNATHAN'~&~	~&~'J'~&~	~&~'OJEDA'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3836'~&~	~&~'KFS3836'~&~	~&~'1'~&~	~&~'KFS3836'~&~	~&~'PRFR'~&~	~&~'SHAUN'~&~	~&~'S'~&~	~&~'RED'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3837'~&~	~&~'KFS3837'~&~	~&~'1'~&~	~&~'KFS3837'~&~	~&~'PRFR'~&~	~&~'ARNULFO'~&~	~&~'U'~&~	~&~'TIMS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3838'~&~	~&~'KFS3838'~&~	~&~'1'~&~	~&~'KFS3838'~&~	~&~'PRFR'~&~	~&~'BENITA'~&~	~&~'V'~&~	~&~'BRENNEMAN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3839'~&~	~&~'KFS3839'~&~	~&~'1'~&~	~&~'KFS3839'~&~	~&~'PRFR'~&~	~&~'BUFORD'~&~	~&~'P'~&~	~&~'ASHWORTH'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3840'~&~	~&~'KFS3840'~&~	~&~'1'~&~	~&~'KFS3840'~&~	~&~'PRFR'~&~	~&~'HOLLY'~&~	~&~'W'~&~	~&~'SCHREINER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3841'~&~	~&~'KFS3841'~&~	~&~'1'~&~	~&~'KFS3841'~&~	~&~'PRFR'~&~	~&~'DEANN'~&~	~&~'X'~&~	~&~'QUICK'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3842'~&~	~&~'KFS3842'~&~	~&~'1'~&~	~&~'KFS3842'~&~	~&~'PRFR'~&~	~&~'KIRBY'~&~	~&~'G'~&~	~&~'CARUTHERS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3843'~&~	~&~'KFS3843'~&~	~&~'1'~&~	~&~'KFS3843'~&~	~&~'PRFR'~&~	~&~'ERVIN'~&~	~&~'M'~&~	~&~'DAVISSON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3844'~&~	~&~'KFS3844'~&~	~&~'1'~&~	~&~'KFS3844'~&~	~&~'PRFR'~&~	~&~'JAMAR'~&~	~&~'V'~&~	~&~'WHITLEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3845'~&~	~&~'KFS3845'~&~	~&~'1'~&~	~&~'KFS3845'~&~	~&~'PRFR'~&~	~&~'GLEN'~&~	~&~'S'~&~	~&~'SAMS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3846'~&~	~&~'KFS3846'~&~	~&~'1'~&~	~&~'KFS3846'~&~	~&~'PRFR'~&~	~&~'GRACIE'~&~	~&~'W'~&~	~&~'DONATO'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3847'~&~	~&~'KFS3847'~&~	~&~'1'~&~	~&~'KFS3847'~&~	~&~'PRFR'~&~	~&~'TRINIDAD'~&~	~&~'J'~&~	~&~'KEENAN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3848'~&~	~&~'KFS3848'~&~	~&~'1'~&~	~&~'KFS3848'~&~	~&~'PRFR'~&~	~&~'LYNNETTE'~&~	~&~'Z'~&~	~&~'SHAMBLIN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3849'~&~	~&~'KFS3849'~&~	~&~'1'~&~	~&~'KFS3849'~&~	~&~'PRFR'~&~	~&~'BRANDIE'~&~	~&~'J'~&~	~&~'CALKINS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3850'~&~	~&~'KFS3850'~&~	~&~'1'~&~	~&~'KFS3850'~&~	~&~'PRFR'~&~	~&~'JANA'~&~	~&~'Q'~&~	~&~'FREDERICK'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3851'~&~	~&~'KFS3851'~&~	~&~'1'~&~	~&~'KFS3851'~&~	~&~'PRFR'~&~	~&~'JULIET'~&~	~&~'I'~&~	~&~'HARROLD'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3852'~&~	~&~'KFS3852'~&~	~&~'1'~&~	~&~'KFS3852'~&~	~&~'PRFR'~&~	~&~'MONTE'~&~	~&~'M'~&~	~&~'CRONIN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3853'~&~	~&~'KFS3853'~&~	~&~'1'~&~	~&~'KFS3853'~&~	~&~'PRFR'~&~	~&~'ART'~&~	~&~'B'~&~	~&~'BAGBY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3854'~&~	~&~'KFS3854'~&~	~&~'1'~&~	~&~'KFS3854'~&~	~&~'PRFR'~&~	~&~'LATISHA'~&~	~&~'O'~&~	~&~'QUESENBERRY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3855'~&~	~&~'KFS3855'~&~	~&~'1'~&~	~&~'KFS3855'~&~	~&~'PRFR'~&~	~&~'BRIAN'~&~	~&~'X'~&~	~&~'DENIS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3856'~&~	~&~'KFS3856'~&~	~&~'1'~&~	~&~'KFS3856'~&~	~&~'PRFR'~&~	~&~'BONITA'~&~	~&~'G'~&~	~&~'CADDELL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3857'~&~	~&~'KFS3857'~&~	~&~'1'~&~	~&~'KFS3857'~&~	~&~'PRFR'~&~	~&~'PRESTON'~&~	~&~'V'~&~	~&~'EGAN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3858'~&~	~&~'KFS3858'~&~	~&~'1'~&~	~&~'KFS3858'~&~	~&~'PRFR'~&~	~&~'ROYAL'~&~	~&~'L'~&~	~&~'THURMOND'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
