HEADER[~&~	~&~EMPLID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PERSON_NM::VARCHAR~&~	~&~SETID_SALARY::VARCHAR~&~	~&~SAL_ADMIN_PLAN::VARCHAR~&~	~&~GRADE::VARCHAR~&~	~&~IU_CLASSIF_LEVEL::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'0000001525'~&~	~&~'1'~&~	~&~'SIMMERS,MADELEINE I'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001527'~&~	~&~'1'~&~	~&~'SEAMAN,JULIA S'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001529'~&~	~&~'1'~&~	~&~'BROWNLEE,CARLO R'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001531'~&~	~&~'1'~&~	~&~'ASBURY,BRETT Y'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001534'~&~	~&~'1'~&~	~&~'BRUBAKER,ROSENDO Z'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001536'~&~	~&~'1'~&~	~&~'CAMPER,ERNESTO U'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001537'~&~	~&~'1'~&~	~&~'DREHER,LUPE G'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001538'~&~	~&~'1'~&~	~&~'LOGAN,CHRISTA A'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001541'~&~	~&~'1'~&~	~&~'WOOLARD,REUBEN Q'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001544'~&~	~&~'1'~&~	~&~'LLEWELLYN,PEGGY Z'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001548'~&~	~&~'1'~&~	~&~'GADSON,SANG J'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001554'~&~	~&~'1'~&~	~&~'SNIPES,LACEY D'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001558'~&~	~&~'1'~&~	~&~'LANNING,KELLY G'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001563'~&~	~&~'1'~&~	~&~'ARENA,SHELBY Y'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001567'~&~	~&~'1'~&~	~&~'ULLOA,DEWITT D'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001583'~&~	~&~'1'~&~	~&~'PEELE,JEFF W'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001587'~&~	~&~'1'~&~	~&~'KULP,JEROME M'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001610'~&~	~&~'1'~&~	~&~'HARBIN,MILAGROS I'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001614'~&~	~&~'1'~&~	~&~'HOM,GERMAN P'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001617'~&~	~&~'1'~&~	~&~'RIFFE,FREDDY E'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001619'~&~	~&~'1'~&~	~&~'RAMSEY,FLORA D'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001621'~&~	~&~'1'~&~	~&~'WARREN,FRANCISCO G'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001623'~&~	~&~'1'~&~	~&~'BOULDIN,WALLACE B'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001628'~&~	~&~'1'~&~	~&~'BENEDICT,BENNY D'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001629'~&~	~&~'1'~&~	~&~'ZINN,TERRY T'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001634'~&~	~&~'1'~&~	~&~'SHULTZ,ANGELIQUE B'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001636'~&~	~&~'1'~&~	~&~'JAHNKE,ISMAEL E'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001637'~&~	~&~'1'~&~	~&~'TOOMBS,CLARK K'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001639'~&~	~&~'1'~&~	~&~'ZAMORA,GEORGINA W'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001641'~&~	~&~'1'~&~	~&~'HACKLER,CANDY Q'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001650'~&~	~&~'1'~&~	~&~'MOFFETT,JAKE O'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001655'~&~	~&~'1'~&~	~&~'BROCK,LAMONT Q'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001667'~&~	~&~'1'~&~	~&~'MCABEE,PETER E'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001670'~&~	~&~'1'~&~	~&~'ANAYA,AUDREY Q'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001671'~&~	~&~'1'~&~	~&~'GLASSMAN,LEANNA S'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001675'~&~	~&~'1'~&~	~&~'BAILEY,BRICE A'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001676'~&~	~&~'1'~&~	~&~'ARRIOLA,REID P'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001677'~&~	~&~'1'~&~	~&~'FICK,TRACEY H'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001680'~&~	~&~'1'~&~	~&~'WITTER,DELMAR G'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001681'~&~	~&~'1'~&~	~&~'CATALAN,VAUGHN G'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001682'~&~	~&~'1'~&~	~&~'FORRESTER,PENNY C'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001684'~&~	~&~'1'~&~	~&~'LEFEBVRE,WINSTON U'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001685'~&~	~&~'1'~&~	~&~'CRESWELL,SAUL Z'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001686'~&~	~&~'1'~&~	~&~'HAMMONDS,MARION T'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001688'~&~	~&~'1'~&~	~&~'CHOUINARD,EDDIE I'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001689'~&~	~&~'1'~&~	~&~'MCCARVER,DELORIS K'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001693'~&~	~&~'1'~&~	~&~'BORST,SEBASTIAN F'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001706'~&~	~&~'1'~&~	~&~'WILES,NOAH X'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001717'~&~	~&~'1'~&~	~&~'MARCOUX,SUZETTE O'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001718'~&~	~&~'1'~&~	~&~'BEAULIEU,DEANA W'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001720'~&~	~&~'1'~&~	~&~'ROSENBLUM,ALVA U'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001722'~&~	~&~'1'~&~	~&~'MCCORMICK,GAIL M'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001723'~&~	~&~'1'~&~	~&~'VOLZ,ROWENA R'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001725'~&~	~&~'1'~&~	~&~'DISMUKE,CLARISSA X'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001728'~&~	~&~'1'~&~	~&~'BAUGH,ADAN G'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001729'~&~	~&~'1'~&~	~&~'CASTILLO,BERTA Q'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001733'~&~	~&~'1'~&~	~&~'BROCKMAN,LEVI H'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001734'~&~	~&~'1'~&~	~&~'POOR,KENNETH C'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001735'~&~	~&~'1'~&~	~&~'DIETRICH,DEWITT C'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001737'~&~	~&~'1'~&~	~&~'PRINE,MARA L'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001738'~&~	~&~'1'~&~	~&~'SCHNEIDER,AGUSTIN A'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001739'~&~	~&~'1'~&~	~&~'STALKER,LUKE J'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001740'~&~	~&~'1'~&~	~&~'PUTNAM,TERRENCE W'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001742'~&~	~&~'1'~&~	~&~'STROM,ALEXIS D'~&~	~&~'IUBLA'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~'-'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001744'~&~	~&~'1'~&~	~&~'AGUIAR,TERENCE A'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'0000001746'~&~	~&~'1'~&~	~&~'CLAIR,LATASHA B'~&~	~&~'IUBLA'~&~	~&~'AC1'~&~	~&~'AAM'~&~	~&~'PR'~&~	~&~'Y'~&~	~&~]RECORD
